,oPurchase_Amount,oAverage_Spending_Per_Purchase,oPurchase_Frequency_Per_Month,oBrand_Affinity_Score,Age,Purchase_Amount,Average_Spending_Per_Purchase,Purchase_Frequency_Per_Month,Brand_Affinity_Score,Product_Category_Books,Product_Category_Clothing,Product_Category_Electronics,Gender_Female,Gender_Male,Gender_Other,Income_Level_High,Income_Level_Low,Income_Level_Medium,Product_Category_Preferences_High,Product_Category_Preferences_Low,Product_Category_Preferences_Medium
124,248.0,26.0,2.0,10.0,0.7096774193548387,0.48571428571428577,0.2210526315789474,0.1111111111111111,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
125,292.0,62.0,3.0,8.0,0.3870967741935484,0.5755102040816327,0.6000000000000001,0.2222222222222222,0.7777777777777777,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
126,445.0,33.0,8.0,2.0,0.6129032258064516,0.8877551020408164,0.29473684210526313,0.7777777777777777,0.1111111111111111,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
127,326.0,18.0,9.0,6.0,0.435483870967742,0.6448979591836735,0.1368421052631579,0.8888888888888888,0.5555555555555556,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
128,248.0,21.0,4.0,5.0,0.935483870967742,0.48571428571428577,0.16842105263157894,0.3333333333333333,0.4444444444444445,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
129,349.0,60.0,4.0,7.0,0.5645161290322581,0.6918367346938776,0.5789473684210527,0.3333333333333333,0.6666666666666665,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
130,424.0,41.0,3.0,5.0,0.532258064516129,0.8448979591836735,0.37894736842105264,0.2222222222222222,0.4444444444444445,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
131,109.0,28.0,7.0,6.0,0.967741935483871,0.20204081632653065,0.2421052631578947,0.6666666666666665,0.5555555555555556,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
132,294.0,23.0,10.0,1.0,0.8548387096774193,0.5795918367346939,0.18947368421052632,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
133,248.0,65.0,10.0,7.0,0.16129032258064518,0.48571428571428577,0.631578947368421,1.0,0.6666666666666665,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
134,42.0,49.0,5.0,1.0,0.5483870967741935,0.0653061224489796,0.46315789473684205,0.4444444444444445,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
135,333.0,72.0,5.0,10.0,0.9516129032258065,0.6591836734693878,0.7052631578947368,0.4444444444444445,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
136,391.0,28.0,5.0,9.0,0.6935483870967742,0.7775510204081633,0.2421052631578947,0.4444444444444445,0.8888888888888888,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
137,468.0,95.0,10.0,3.0,0.27419354838709675,0.9346938775510205,0.9473684210526316,1.0,0.2222222222222222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
138,458.0,98.0,4.0,1.0,0.4838709677419355,0.9142857142857144,0.9789473684210526,0.3333333333333333,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
139,306.0,36.0,2.0,8.0,0.532258064516129,0.6040816326530613,0.3263157894736842,0.1111111111111111,0.7777777777777777,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
140,87.0,19.0,10.0,8.0,0.20967741935483875,0.15714285714285717,0.14736842105263157,1.0,0.7777777777777777,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
141,164.0,68.0,3.0,8.0,0.9516129032258065,0.3142857142857143,0.6631578947368422,0.2222222222222222,0.7777777777777777,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
142,291.0,55.0,2.0,9.0,0.12903225806451613,0.573469387755102,0.5263157894736843,0.1111111111111111,0.8888888888888888,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
143,305.0,36.0,10.0,7.0,0.7741935483870968,0.6020408163265306,0.3263157894736842,1.0,0.6666666666666665,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
144,421.0,73.0,8.0,8.0,0.7096774193548387,0.8387755102040817,0.7157894736842105,0.7777777777777777,0.7777777777777777,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
145,253.0,50.0,5.0,9.0,0.935483870967742,0.49591836734693884,0.47368421052631576,0.4444444444444445,0.8888888888888888,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
146,257.0,9.0,6.0,9.0,0.8709677419354838,0.5040816326530613,0.04210526315789474,0.5555555555555556,0.8888888888888888,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
147,298.0,71.0,4.0,4.0,0.6129032258064516,0.5877551020408164,0.6947368421052631,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
148,10.0,46.0,4.0,5.0,0.532258064516129,0.0,0.43157894736842106,0.3333333333333333,0.4444444444444445,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
149,489.0,6.0,4.0,3.0,0.19354838709677424,0.9775510204081633,0.01052631578947369,0.3333333333333333,0.2222222222222222,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
150,381.0,42.0,5.0,8.0,0.8548387096774193,0.7571428571428572,0.3894736842105263,0.4444444444444445,0.7777777777777777,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
151,182.0,86.0,8.0,4.0,0.0,0.3510204081632653,0.8526315789473684,0.7777777777777777,0.3333333333333333,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
152,260.0,90.0,3.0,1.0,0.20967741935483875,0.5102040816326531,0.894736842105263,0.2222222222222222,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
153,260.0,22.0,5.0,6.0,0.5161290322580645,0.5102040816326531,0.17894736842105263,0.4444444444444445,0.5555555555555556,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
154,44.0,52.0,8.0,2.0,0.04838709677419356,0.06938775510204082,0.4947368421052632,0.7777777777777777,0.1111111111111111,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
155,366.0,52.0,9.0,3.0,0.6290322580645161,0.726530612244898,0.4947368421052632,0.8888888888888888,0.2222222222222222,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
156,178.0,69.0,7.0,5.0,0.20967741935483875,0.34285714285714286,0.6736842105263159,0.6666666666666665,0.4444444444444445,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
157,252.0,59.0,3.0,6.0,0.14516129032258068,0.4938775510204082,0.5684210526315789,0.2222222222222222,0.5555555555555556,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
158,188.0,39.0,6.0,5.0,0.4516129032258065,0.363265306122449,0.35789473684210527,0.5555555555555556,0.4444444444444445,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
159,248.0,28.0,5.0,8.0,0.19354838709677424,0.48571428571428577,0.2421052631578947,0.4444444444444445,0.7777777777777777,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
160,461.0,59.0,3.0,3.0,0.967741935483871,0.9204081632653062,0.5684210526315789,0.2222222222222222,0.2222222222222222,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
161,202.0,85.0,7.0,6.0,0.5645161290322581,0.3918367346938776,0.8421052631578947,0.6666666666666665,0.5555555555555556,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
162,80.0,46.0,5.0,3.0,0.33870967741935487,0.14285714285714288,0.43157894736842106,0.4444444444444445,0.2222222222222222,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
163,64.0,63.0,10.0,10.0,0.6774193548387097,0.11020408163265308,0.6105263157894736,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
164,165.0,85.0,3.0,5.0,0.8064516129032258,0.3163265306122449,0.8421052631578947,0.2222222222222222,0.4444444444444445,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
165,397.0,25.0,2.0,8.0,0.1774193548387097,0.789795918367347,0.21052631578947367,0.1111111111111111,0.7777777777777777,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
166,447.0,79.0,5.0,10.0,0.7903225806451613,0.8918367346938776,0.7789473684210526,0.4444444444444445,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
167,400.0,26.0,7.0,4.0,0.9193548387096775,0.7959183673469388,0.2210526315789474,0.6666666666666665,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
168,407.0,84.0,10.0,8.0,0.25806451612903225,0.8102040816326531,0.831578947368421,1.0,0.7777777777777777,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
169,436.0,41.0,9.0,4.0,0.5483870967741935,0.8693877551020409,0.37894736842105264,0.8888888888888888,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
170,248.0,43.0,9.0,5.0,0.3548387096774194,0.48571428571428577,0.39999999999999997,0.8888888888888888,0.4444444444444445,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
171,190.0,12.0,3.0,6.0,0.6451612903225806,0.3673469387755102,0.0736842105263158,0.2222222222222222,0.5555555555555556,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
172,414.0,78.0,8.0,7.0,0.9193548387096775,0.8244897959183674,0.7684210526315789,0.7777777777777777,0.6666666666666665,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
173,254.0,68.0,3.0,3.0,0.7419354838709677,0.49795918367346936,0.6631578947368422,0.2222222222222222,0.2222222222222222,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
174,419.0,6.0,2.0,3.0,0.32258064516129037,0.8346938775510204,0.01052631578947369,0.1111111111111111,0.2222222222222222,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
175,141.0,12.0,10.0,7.0,0.3709677419354839,0.2673469387755102,0.0736842105263158,1.0,0.6666666666666665,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
176,191.0,91.0,10.0,1.0,0.24193548387096775,0.3693877551020408,0.9052631578947368,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
177,417.0,89.0,4.0,7.0,0.0,0.8306122448979593,0.8842105263157896,0.3333333333333333,0.6666666666666665,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
178,445.0,66.0,3.0,2.0,0.03225806451612906,0.8877551020408164,0.6421052631578947,0.2222222222222222,0.1111111111111111,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
179,100.0,87.0,7.0,10.0,0.6290322580645161,0.1836734693877551,0.8631578947368421,0.6666666666666665,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
180,450.0,47.0,10.0,8.0,0.4838709677419355,0.8979591836734695,0.4421052631578947,1.0,0.7777777777777777,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
181,16.0,89.0,5.0,2.0,0.5806451612903226,0.012244897959183675,0.8842105263157896,0.4444444444444445,0.1111111111111111,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
182,343.0,72.0,2.0,3.0,0.14516129032258068,0.6795918367346939,0.7052631578947368,0.1111111111111111,0.2222222222222222,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
183,144.0,64.0,4.0,6.0,0.8225806451612903,0.27346938775510204,0.6210526315789473,0.3333333333333333,0.5555555555555556,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
184,23.0,82.0,7.0,2.0,0.06451612903225812,0.026530612244897965,0.8105263157894738,0.6666666666666665,0.1111111111111111,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
185,211.0,95.0,7.0,5.0,0.9838709677419355,0.4102040816326531,0.9473684210526316,0.6666666666666665,0.4444444444444445,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
186,311.0,18.0,10.0,2.0,0.04838709677419356,0.6142857142857143,0.1368421052631579,1.0,0.1111111111111111,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
187,209.0,94.0,2.0,5.0,0.3870967741935484,0.4061224489795919,0.9368421052631579,0.1111111111111111,0.4444444444444445,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
188,396.0,13.0,6.0,9.0,0.12903225806451613,0.7877551020408163,0.08421052631578949,0.5555555555555556,0.8888888888888888,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
189,85.0,37.0,10.0,4.0,0.532258064516129,0.15306122448979595,0.3368421052631579,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
190,208.0,22.0,10.0,4.0,0.532258064516129,0.40408163265306124,0.17894736842105263,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
191,480.0,61.0,8.0,4.0,0.32258064516129037,0.9591836734693878,0.5894736842105264,0.7777777777777777,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
192,39.0,50.0,10.0,8.0,0.967741935483871,0.059183673469387764,0.47368421052631576,1.0,0.7777777777777777,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
193,437.0,50.0,4.0,5.0,0.8709677419354838,0.8714285714285714,0.47368421052631576,0.3333333333333333,0.4444444444444445,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
194,348.0,50.0,6.0,5.0,0.04838709677419356,0.689795918367347,0.47368421052631576,0.5555555555555556,0.4444444444444445,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
195,420.0,44.0,4.0,7.0,0.5967741935483871,0.8367346938775511,0.4105263157894737,0.3333333333333333,0.6666666666666665,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
196,83.0,40.0,2.0,8.0,0.7741935483870968,0.1489795918367347,0.3684210526315789,0.1111111111111111,0.7777777777777777,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
197,162.0,89.0,5.0,6.0,0.7580645161290323,0.31020408163265306,0.8842105263157896,0.4444444444444445,0.5555555555555556,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
198,58.0,36.0,9.0,1.0,0.08064516129032262,0.0979591836734694,0.3263157894736842,0.8888888888888888,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
199,346.0,92.0,7.0,8.0,0.27419354838709675,0.6857142857142857,0.9157894736842105,0.6666666666666665,0.7777777777777777,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
200,477.0,67.0,5.0,3.0,0.8225806451612903,0.953061224489796,0.6526315789473685,0.4444444444444445,0.2222222222222222,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
201,253.0,71.0,1.0,4.0,0.3870967741935484,0.49591836734693884,0.6947368421052631,0.0,0.3333333333333333,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
202,94.0,44.0,2.0,8.0,0.7741935483870968,0.17142857142857146,0.4105263157894737,0.1111111111111111,0.7777777777777777,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
203,202.0,25.0,5.0,2.0,0.4516129032258065,0.3918367346938776,0.21052631578947367,0.4444444444444445,0.1111111111111111,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
204,499.0,14.0,4.0,8.0,0.5806451612903226,0.9979591836734694,0.09473684210526315,0.3333333333333333,0.7777777777777777,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
205,307.0,58.0,5.0,3.0,0.29032258064516125,0.6061224489795919,0.5578947368421052,0.4444444444444445,0.2222222222222222,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
206,133.0,39.0,5.0,4.0,0.6612903225806451,0.2510204081632653,0.35789473684210527,0.4444444444444445,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
207,26.0,50.0,8.0,5.0,0.9516129032258065,0.0326530612244898,0.47368421052631576,0.7777777777777777,0.4444444444444445,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
208,246.0,46.0,5.0,5.0,0.016129032258064557,0.4816326530612245,0.43157894736842106,0.4444444444444445,0.4444444444444445,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
209,30.0,20.0,5.0,2.0,0.6774193548387097,0.04081632653061225,0.15789473684210525,0.4444444444444445,0.1111111111111111,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
210,123.0,47.0,3.0,10.0,0.6290322580645161,0.2306122448979592,0.4421052631578947,0.2222222222222222,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
211,81.0,56.0,1.0,2.0,0.29032258064516125,0.14489795918367349,0.5368421052631578,0.0,0.1111111111111111,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
212,104.0,39.0,6.0,4.0,0.12903225806451613,0.19183673469387758,0.35789473684210527,0.5555555555555556,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
213,302.0,32.0,8.0,8.0,0.20967741935483875,0.5959183673469388,0.28421052631578947,0.7777777777777777,0.7777777777777777,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
214,218.0,55.0,10.0,6.0,0.4193548387096775,0.4244897959183674,0.5263157894736843,1.0,0.5555555555555556,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
215,100.0,49.0,7.0,1.0,0.19354838709677424,0.1836734693877551,0.46315789473684205,0.6666666666666665,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
216,186.0,47.0,2.0,5.0,0.3548387096774194,0.3591836734693878,0.4421052631578947,0.1111111111111111,0.4444444444444445,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
217,430.0,81.0,8.0,1.0,0.22580645161290325,0.8571428571428572,0.8,0.7777777777777777,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
218,128.0,39.0,5.0,5.0,0.4032258064516129,0.24081632653061227,0.35789473684210527,0.4444444444444445,0.4444444444444445,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
219,98.0,20.0,8.0,5.0,0.6129032258064516,0.1795918367346939,0.15789473684210525,0.7777777777777777,0.4444444444444445,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
220,70.0,46.0,10.0,9.0,0.467741935483871,0.12244897959183676,0.43157894736842106,1.0,0.8888888888888888,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
221,426.0,55.0,6.0,10.0,0.0,0.8489795918367348,0.5263157894736843,0.5555555555555556,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
222,375.0,68.0,9.0,10.0,0.8709677419354838,0.7448979591836735,0.6631578947368422,0.8888888888888888,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
223,25.0,31.0,4.0,8.0,0.6451612903225806,0.030612244897959183,0.2736842105263158,0.3333333333333333,0.7777777777777777,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
224,383.0,91.0,7.0,7.0,0.8225806451612903,0.7612244897959184,0.9052631578947368,0.6666666666666665,0.6666666666666665,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
225,39.0,7.0,3.0,5.0,0.9838709677419355,0.059183673469387764,0.021052631578947364,0.2222222222222222,0.4444444444444445,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
226,384.0,28.0,6.0,6.0,0.5161290322580645,0.763265306122449,0.2421052631578947,0.5555555555555556,0.5555555555555556,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
227,375.0,18.0,1.0,6.0,0.5,0.7448979591836735,0.1368421052631579,0.0,0.5555555555555556,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
228,326.0,35.0,3.0,10.0,0.25806451612903225,0.6448979591836735,0.3157894736842105,0.2222222222222222,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
229,427.0,87.0,10.0,9.0,0.32258064516129037,0.8510204081632654,0.8631578947368421,1.0,0.8888888888888888,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
230,263.0,25.0,4.0,10.0,0.935483870967742,0.5163265306122449,0.21052631578947367,0.3333333333333333,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
231,167.0,33.0,9.0,2.0,0.11290322580645162,0.32040816326530613,0.29473684210526313,0.8888888888888888,0.1111111111111111,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
232,248.0,83.0,7.0,7.0,0.7258064516129032,0.48571428571428577,0.8210526315789473,0.6666666666666665,0.6666666666666665,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
233,89.0,20.0,1.0,5.0,0.903225806451613,0.16122448979591839,0.15789473684210525,0.0,0.4444444444444445,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
234,218.0,62.0,7.0,5.0,0.6129032258064516,0.4244897959183674,0.6000000000000001,0.6666666666666665,0.4444444444444445,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
235,322.0,71.0,2.0,9.0,0.9838709677419355,0.6367346938775511,0.6947368421052631,0.1111111111111111,0.8888888888888888,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
236,238.0,43.0,8.0,5.0,0.30645161290322587,0.4653061224489796,0.39999999999999997,0.7777777777777777,0.4444444444444445,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
237,215.0,84.0,6.0,5.0,0.19354838709677424,0.41836734693877553,0.831578947368421,0.5555555555555556,0.4444444444444445,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
238,88.0,39.0,10.0,1.0,0.8387096774193548,0.15918367346938778,0.35789473684210527,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
239,39.0,59.0,3.0,4.0,0.33870967741935487,0.059183673469387764,0.5684210526315789,0.2222222222222222,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
240,33.0,28.0,5.0,5.0,0.20967741935483875,0.04693877551020408,0.2421052631578947,0.4444444444444445,0.4444444444444445,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
241,400.0,48.0,5.0,5.0,0.5161290322580645,0.7959183673469388,0.45263157894736844,0.4444444444444445,0.4444444444444445,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
242,40.0,50.0,8.0,5.0,0.8387096774193548,0.06122448979591837,0.47368421052631576,0.7777777777777777,0.4444444444444445,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
243,261.0,22.0,5.0,6.0,0.8870967741935485,0.5122448979591837,0.17894736842105263,0.4444444444444445,0.5555555555555556,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
244,23.0,95.0,5.0,9.0,0.29032258064516125,0.026530612244897965,0.9473684210526316,0.4444444444444445,0.8888888888888888,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
245,390.0,86.0,4.0,9.0,0.9193548387096775,0.7755102040816327,0.8526315789473684,0.3333333333333333,0.8888888888888888,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
246,34.0,50.0,2.0,5.0,0.8387096774193548,0.04897959183673469,0.47368421052631576,0.1111111111111111,0.4444444444444445,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
247,30.0,90.0,2.0,8.0,0.3709677419354839,0.04081632653061225,0.894736842105263,0.1111111111111111,0.7777777777777777,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
248,98.0,50.0,10.0,5.0,0.1774193548387097,0.1795918367346939,0.47368421052631576,1.0,0.4444444444444445,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
249,62.0,29.0,5.0,1.0,0.6935483870967742,0.10612244897959186,0.25263157894736843,0.4444444444444445,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
